회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,PER,PBR,PCR,PSR,도입기,성숙기,성장기,쇠퇴기,부실판단
(주)수성샐바시온,84180,2019,-20,-23,-13,-27,65,44,191,130,57,-15,10,29,34,-33.09,-12.4,-22.7,-1.95,-2.14,-4.78,16.38,57.38,-12.444812360498368,-12.44,-49.25,24.97,-3.54,34.74,2250,5,8,10,-229,-50,0.4801046700408396,3.62,1,1,1,0,1,1,42.0,19.0,-3.574338085539715,1420.844768237468,-5551.601457820474,1018.0359976915308,1,0,0,0,1.0
에이치엘비테라퓨틱스(주),115450,2014,-9,-38,-6,-19,143,138,160,137,15,23,6,75,38,-9.92,-5.26,-8.81,-1.48,-1.84,-4.97,1.67,22.989999999999995,59.50946737666938,59.51,337.56,-45.51,-54.28,-1.99,3057,5,31,17,-51,-13,0.3010682997313272,7.25,1,2,1,0,1,1,24.0,14.0,-150.0,2899.171633141656,-12334.029172412897,3705.267209390436,1,0,0,0,1.0
비플라이소프트(주),148780,2020,3,10,4,1,69,69,0,0,43,-28,21,62,0,-298.54,-44.06,-14.04,-16.48,-16.72,-6.13,0.6,-249.27,-36.77035136309578,-36.77,-3.32,-59.75,28.05,25.73,4506,65,881,18,-76,-49,3.522254637833304,13.25,6,53,3,3,5,6,26.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0
(주)이브이첨단소재,131400,2016,-11,-14,-6,-7,70,57,122,114,41,-15,14,36,45,-19.19,-9.09,-9.11,-6.78,-6.82,-7.05,2.33,11.93,25.73482935376065,25.73,50.64,15.04,20.96,9.45,9042,13,22,15,-61,-11,0.8676811880742566,6.33,4,2,1,1,1,3,20.0,14.0,-9.16158536585366,1604.6353265970947,-13977.16733235319,834.8864414084085,1,0,0,0,1.0
(주)자비스,254120,2021,-12,-25,-8,-15,131,73,198,124,33,13,29,55,34,-50.66,-21.83,-32.06,-13.12,-13.2,-24.8,2.68,1.6900000000000048,-7.263711821321846,-7.26,2.5,-16.83,30.94,189.49,-222,-1,-2,-1,0,0,0.5531946665624109,9.47,2,3,1,1,1,1,8.0,8.0,-9.802631578947368,5084.7971219767605,-14497.09150107009,3084.3052363988327,1,0,0,0,1.0
(주)디와이디,219550,2021,-48,-70,-28,-17,336,277,148,42,41,40,11,56,40,-398.4,-482.9,-293.86,-62.62,-64.37,-67.02,7.6,-353.74,-59.04298520733222,-59.35,-66.24,-44.8,-53.77,22.31,-34736,-411,-5418,-247,0,0,1.661801635277962,6.07,2,24,2,1,3,1,9.0,9.0,-4.819391634980988,11858.380858398725,-8310.919801019543,2880.944155728785,1,0,0,0,1.0
(주)디오,39840,2014,-3,-4,-2,-4,83,64,200,194,47,-11,3,54,33,-9.31,-3.33,-6.02,2.99,2.97,5.48,12.11,10.519999999999998,10.431110937532,10.43,11.28,9.47,-1.94,15.59,23551,20,54,38,-16,32,0.5158026693749377,1.54,1,2,1,1,1,1,36.0,24.0,-76.04166666666667,2186.991277968493,-274130.3455835798,1413.3084333675629,1,0,0,0,1.0
(주)시너지이노베이션,48870,2014,2,2,1,3,56,44,173,167,52,-27,0,34,37,-34.28,-18.93,-38.53,-5.4,-6.14,-17.52,5.71,30.480000000000004,-14.999386823492385,-15.0,-22.1,-10.75,-6.24,-16.72,-3402,-4,-82,-11,0,0,0.3809853434224204,6.19,1,7,0,0,1,1,26.0,20.0,-1.046218487394958,654.1366859644219,-12090.440483911383,629.5330404046399,1,0,0,0,1.0
(주)캐스텍코리아,71850,2021,2,2,1,2,78,37,164,145,48,-12,6,43,38,-15.58,-6.41,-10.85,-6.99,-7.0,-12.47,2.37,0.8600000000000012,0.1365560328993612,0.14,1.73,-1.02,2.61,-0.13,27626,11,21,20,-55,-4,0.5611793443125859,3.47,2,1,1,1,1,1,26.0,10.0,-3.869047619047619,565.220327965927,-34183.768222661645,381.25531763156334,1,0,0,0,1.0
(주)케이에이치바텍,60720,2018,-8,-14,-3,-5,159,134,71,51,23,18,42,47,58,-20.27,-14.87,-19.17,-5.79,-5.93,-9.0,1.31,-3.98,-6.700209071319232,-6.7,0.25,-12.19,-41.91,-11.55,36909,12,30,18,-106,-51,0.6830540875209121,7.31,2,1,1,1,1,1,32.0,22.0,-4.066534260178749,955.6695494118444,-12904.909812861484,817.0577209165646,1,0,0,0,1.0
엑스큐어(주),70300,2016,-54,-204,-11,-12,244,174,27,24,6,27,39,46,79,-43.21,-68.53,-48.0,-13.87,-13.96,-18.97,0.06,-53.05,-32.570607297166646,-32.57,-25.35,-37.78,-0.34,-22.86,-4106,-23,-631,-25,0,0,0.913810924561515,6.49,3,22,1,1,1,2,24.0,14.0,-4.929245283018868,2735.682931433864,-11632.54415992562,2366.359828256703,1,0,0,0,1.0
(주)넥스턴바이오사이언스,89140,2022,1,2,1,4,223,188,85,18,38,12,54,22,54,-4.66,-4.25,-16.17,1.62,-2.03,-11.86,-1.64,0.1200000000000001,44.122718950782186,44.12,-13.7,77.6,70.81,126.09,4065,2,14,14,-115,-77,0.1447665181876051,6.65,1,1,0,0,0,1,24.0,18.0,-35.3125,608.2352324847889,-55304.27458546601,2271.6473405249226,1,0,0,0,1.0
(주)폴라리스오피스,41020,2017,-206,0,-36,-106,339,339,21,18,0,36,63,51,82,-41.78,-48.58,-95.67,-30.8,-31.34,-93.47,-1.6,13.619999999999996,-3.728788367816561,-3.73,-10.6,4.79,15.39,-28.49,-447,-1,-87,-3,0,0,0.3417450255147592,14.95,1,25,1,0,1,1,27.0,19.0,-2.5652985074626864,1184.3074294768614,-4174.1435654824445,2855.5161055817216,1,0,0,0,1.0
이원컴포텍(주),88290,2014,-13,-34,-8,-8,85,55,169,151,25,-8,3,48,37,-11.78,-4.65,-3.94,-2.02,-2.19,-1.97,0.37,10.12,7.652102566726522,0.0,0.0,0.0,0.0,0.0,6038,20,48,18,-22,7,1.112444814424674,15.23,4,3,1,1,2,2,30.0,15.0,-16.826923076923077,1904.7421542174964,-8363.875036096944,636.3935730816062,1,0,0,0,1.0
(주)한컴위드,54920,2015,-1,-1,0,-3,27,27,77,66,39,-27,8,10,57,-7.3,-19.83,-25.58,-0.87,-1.02,-6.17,9.21,-6.65,-5.638816380612632,-5.64,-37.35,0.09,-19.9,-7.1,4287,5,1031,30,-87,-11,0.1694309232688686,3.45,1,34,1,0,0,1,25.0,23.0,-13.21656050955414,1013.5319803209449,-21585.4138551507,3381.63626157964,1,0,0,0,1.0
감성코퍼레이션(주),36620,2014,-5,-6,-2,-11,56,44,68,40,35,-10,3,13,59,-36.16,-97.8,-95.24,0.89,0.63,2.61,8.0,-14.059999999999995,40.36407928579116,40.36,32.6,41.61,37.6,40598.09,-9101,-16,-135,-79,0,0,0.2061106029957766,2.76,2,3,1,0,0,2,30.0,24.0,-1.7023809523809523,612.5664604831447,-13212.149888952825,1764.5878346840682,1,0,0,0,1.0
(주)우리기술,32820,2014,-6,-8,-4,-15,54,46,191,141,50,-22,6,26,34,-16.22,-7.98,-28.11,-4.5,-4.63,-16.91,7.26,1.8100000000000025,-0.3385797773053699,-0.34,-1.67,0.15,33.6,-0.96,8870,9,16,34,-83,-6,0.2742576677494489,6.27,1,0,0,0,0,1,29.0,24.0,-3.5572519083969465,943.263095651072,-5952.926061874663,1181.2283049645018,1,0,0,0,1.0
씨아이에스(주),222080,2022,4,24,3,8,124,72,217,199,11,15,37,78,32,9.3,3.14,7.24,2.22,2.05,4.9,1.16,30.88,39.08550287413802,39.09,46.63,17.66,20.06,21.77,39753,9,52,25,29,47,0.3589282833341829,11.7,1,2,0,0,2,1,9.0,9.0,36.885245901639344,3974.928345839977,10082.516751987408,3492.801925181813,0,0,1,0,0.0
(주)티로보틱스,117730,2022,-5,-8,-4,-6,103,81,263,178,51,1,20,51,28,-4.0,-1.7,-2.31,-2.49,-2.7,-4.12,2.82,33.94,2.007341999532477,2.01,27.9,-15.52,28.57,-4.0,12874,15,46,23,-10,29,0.6482258018404143,8.04,2,2,1,1,1,1,20.0,6.0,80.0,3791.529700178653,34377.66504097289,1613.3061119343274,0,0,1,0,0.0
(주)제놀루션,225220,2022,99,116,17,52,1175,1087,21,5,15,44,157,48,83,16.51,16.72,38.34,14.71,14.08,38.69,-0.93,-31.43,20.551935423178204,20.55,-5.42,60.73,-47.71,98.62,26798,23,71,70,54,69,0.3327507747999661,7.55,1,1,0,0,1,1,18.0,4.0,5.562422744128554,911.4953410180487,6369.844544604623,2266.4695247043496,0,0,1,0,0.0
(주)케이사인,192250,2022,15,21,8,25,267,267,100,28,36,23,67,37,50,7.33,5.74,13.6,8.93,8.3,21.22,0.31,-1.4900000000000002,70.25071639874739,70.25,-7.08,236.72,15.84,692.97,16328,12,25,38,36,64,0.3104704127727257,7.59,1,1,0,0,1,1,11.0,10.0,34.56521739130435,1614.0161421581802,11082.886104407498,2601.876402273053,0,0,1,0,0.0
(주)유티아이,179900,2022,7,7,4,12,305,268,144,43,56,36,92,54,41,-22.27,-12.78,-33.07,-4.17,-4.44,-12.73,1.22,-24.43,23.040445017253507,23.04,47.26,3.18,-19.37,-5.34,4893,4,13,13,-246,-141,0.3161425901219484,7.89,1,1,0,0,1,1,14.0,7.0,-13.96859772604223,9791.155525174465,147013.83786377907,12709.524864650935,0,0,1,0,0.0
알에스오토메이션(주),140670,2022,4,9,2,2,154,96,114,101,23,25,29,72,47,2.11,1.14,0.85,2.52,2.33,1.87,0.51,-4.42,19.32263445498687,19.32,27.14,2.79,-9.68,2.42,15753,18,111,15,6,21,1.1430628822366922,4.53,3,6,1,1,4,2,15.0,7.0,203.44827586206893,2625.31559996386,79869.28093162473,1071.5308510879415,0,0,1,0,0.0
오션브릿지(주),241790,2022,60,145,15,12,235,172,33,32,10,32,100,56,75,16.15,13.41,9.57,18.1,18.02,13.82,0.25,-0.5400000000000027,19.37383181283045,19.37,3.96,47.78,75.61,15.72,38463,28,124,23,41,63,1.198757813396738,5.34,3,5,1,1,3,2,12.0,8.0,7.683419988445985,1284.49821849839,3574.63357227004,806.4231272846718,0,0,1,0,0.0
대주전자재료(주),78600,2022,7,8,4,8,65,53,172,162,56,-21,34,39,37,0.8,0.28,0.46,4.05,3.82,6.88,4.21,-20.44,9.887051731725965,9.89,9.78,9.96,-12.38,11.88,38227,12,22,22,2,42,0.5309676413250938,5.28,2,1,1,1,1,1,43.0,20.0,-1731.7073170731708,9107.009384381032,50751.60610527096,6313.223204851036,0,0,1,0,0.0
(주)데이터스트림즈,199150,2022,3,17,3,1,176,176,506,236,15,30,88,68,16,-68.42,-16.93,-7.31,-15.37,-15.41,-7.66,0.17,-98.13,16.928427583768322,16.93,19.09,12.5,31.21,11.51,10946,67,468,36,-20,-15,1.866760128851387,8.97,3,14,2,2,6,3,23.0,10.0,-15.996275605214151,13565440.499445062,119828057.74509804,1198515.5805059816,0,0,1,0,0.0
(주)비즈니스온커뮤니케이션,138580,2022,39,63,11,23,188,188,37,17,17,11,89,23,73,16.84,14.18,26.83,14.44,14.25,27.47,1.07,6.83,31.16801266827182,31.17,-25.76,69.59,30.98,-6.87,22085,23,1351,50,53,66,0.4571919035251954,6.53,2,26,1,1,1,2,17.0,7.0,12.74766355140187,2201.9047404616235,15376.904835897783,3503.017519478903,0,0,1,0,0.0
(주)디티앤씨,187220,2022,15,21,6,13,91,90,74,65,30,-3,42,34,57,1.49,1.49,2.49,2.18,2.13,4.11,2.87,2.98,13.750176426108016,13.75,36.86,4.65,13.03,5.3,63363,28,56,57,4,32,0.4864391551356153,3.5,2,1,1,1,1,2,24.0,10.0,116.75,418.7097134400266,4264.932076576753,494.2303536367282,0,0,1,0,0.0
덕우전자(주),263600,2022,16,29,7,7,89,57,84,84,25,-5,29,41,54,12.71,9.9,6.23,9.61,9.6,9.06,0.56,8.420000000000002,14.454783952218865,14.45,42.03,1.03,18.95,13.77,49442,24,86,24,26,57,0.9930988495446588,14.03,4,4,2,1,2,3,32.0,7.0,10.506134969325151,955.7621556171632,8427.166726774685,522.1959902782002,0,0,1,0,0.0
한국전자인증(주),41460,2022,28,202,9,16,139,138,47,45,4,12,63,42,68,7.69,9.83,9.07,7.67,7.55,12.88,-0.02,-2.16,9.505586719482272,9.51,-13.01,35.2,11.13,16.83,14392,21,1084,37,24,46,0.560581619731379,13.0,1,31,1,1,1,1,25.0,14.0,23.374384236453203,1924.135512411021,16801.58751753213,2340.302670146338,0,0,1,0,0.0
위즈코프(주),38620,2022,15,0,2,3,2651,2602,12,1,0,31,1981,33,90,3.7,3.1,6.31,2.23,1.66,3.51,-1.2,13.29,1.3847083915270384,1.38,-2.08,3.15,16.17,-4.62,9105,10,17,22,29,61,0.4709370981784361,86.68,1,1,0,0,1,1,29.0,24.0,27.27586206896552,671.7077789327178,52343.2472733673,1277.1953503548714,0,0,1,0,0.0
(주)에이디테크놀로지,200710,2022,25,34,7,10,260,243,40,36,21,41,92,67,72,3.61,2.63,3.42,2.54,1.88,2.68,-0.17,-6.18,-0.0612335286139824,-0.06,-2.94,6.27,-49.0,1.73,44441,19,97,27,13,22,0.7017526297431447,11.2,1,4,1,1,2,1,22.0,10.0,22.323049001814883,978.4535708176588,5110.383922010883,998.5598193520718,0,0,1,0,0.0
(주)뉴파워프라즈마,144960,2022,7,14,4,8,119,90,138,97,30,8,27,48,42,11.79,4.01,5.74,2.83,2.42,4.0,0.81,-0.5600000000000005,18.426176531222254,18.43,30.8,8.82,13.81,13.17,116489,18,57,33,17,41,0.5572241794800609,5.84,2,2,1,1,1,1,25.0,8.0,4.916666666666667,581.676995854582,4333.550880328802,438.3145282157018,0,0,1,0,0.0
피엔케이피부임상연구센타(주),347740,2022,204,1026,10,42,1957,1957,5,4,1,77,162,81,95,10.65,12.59,39.71,11.09,7.96,31.41,-12.19,-1.6399999999999988,11.097576120090642,11.1,37.12,-38.55,2.69,-1.01,13401,18,306,75,53,56,0.2409089829734227,11.62,0,4,0,0,1,0,14.0,4.0,12.698744769874477,1286.3419694961508,12132.739093241176,5072.177356836108,0,0,1,0,0.0
(주)파세코,37070,2022,14,35,4,3,217,83,40,38,11,31,48,58,71,8.84,6.7,4.58,10.89,10.83,7.88,0.25,-11.47,5.4555325251817335,5.46,15.22,-5.64,-11.76,0.14,34442,23,63,17,27,51,1.339877140890054,17.17,6,4,1,1,3,2,38.0,24.0,28.26086956521739,2438.593724526661,98132.09334626664,1296.9181787240343,0,0,1,0,0.0
(주)리노스,39980,2022,29,44,8,10,294,194,41,39,19,54,76,82,71,-4.0,-3.36,-3.5,-1.78,-2.48,-2.92,0.16,-5.41,6.81075543528849,6.81,0.93,44.17,-5.9,-6.64,6063,6,266,8,-47,-39,0.8221890601011741,18.12,2,34,1,1,5,1,33.0,22.0,-15.035087719298245,561.5763987224575,3676.8998633289216,484.5351626380663,0,0,1,0,0.0
(주)천보,278280,2022,6,7,3,8,296,238,107,38,42,36,44,54,48,11.9,8.8,13.03,10.34,9.23,17.17,1.25,-3.469999999999999,102.34007288846432,102.34,93.04,114.31,21.09,130.55,71829,9,43,22,60,82,0.4017059369621076,5.65,1,1,1,1,1,1,17.0,5.0,-3358.4615384615386,5528.815626056907,33292.72678062214,6638.104370249074,0,0,1,0,0.0
(주)빅텍,65450,2022,18,51,7,9,309,209,58,27,13,36,72,53,63,-0.39,-0.29,-0.31,2.29,1.75,2.22,0.07,-9.91,3.601267205997837,3.6,-8.01,20.47,-27.42,37.19,16722,17,92,22,-1,16,0.7730311201114181,23.77,3,3,1,1,2,1,28.0,21.0,-710.0,2666.0930001568063,10309.974336543815,2188.210319528401,0,0,1,0,0.0
비나텍(주),126340,2022,11,12,6,11,124,101,119,73,48,8,36,42,46,20.99,11.58,16.52,8.56,8.07,13.23,1.23,4.979999999999997,35.372281597178,35.37,55.71,23.83,44.32,16.49,35051,26,55,50,33,41,0.5299573384994822,4.74,2,1,1,1,1,2,25.0,4.0,36.003600360036,3587.1493840999547,19229.11066283627,3095.6768832035505,0,0,1,0,0.0
(주)쎄트렉아이,99320,2022,7,18,4,11,307,287,114,52,21,50,143,75,47,-1.9,-1.26,-3.08,-2.0,-3.16,-8.46,-1.44,7.859999999999999,12.458983950060414,12.46,5.02,42.57,24.38,71.4,7256,3,34,8,-39,-1,0.3530313610764825,10.59,1,3,0,0,2,0,25.0,16.0,241.9354838709677,2249.5520013807227,11289.457341210751,2983.531938307812,0,0,1,0,0.0
엘티씨(주),170920,2022,4,6,3,3,136,95,191,115,43,14,30,54,34,2.64,1.47,1.38,5.62,5.01,4.91,3.13,14.42,70.42892750702707,70.43,90.53,51.66,180.29,4.15,44387,16,74,20,7,50,0.8082504790129069,6.98,3,4,1,1,2,2,17.0,11.0,50.25125628140704,864.5091213300961,3471.788325721005,367.5369208658741,0,0,1,0,0.0
(주)에코앤드림,101360,2022,-4,-5,-2,-4,222,142,75,39,30,27,70,50,57,0.09,0.09,0.16,2.3,1.74,3.72,3.3,-13.95,16.018993642389912,16.02,-9.55,61.49,-21.85,58.47,7530,5,19,12,1,39,0.4340097788426528,11.88,1,1,1,0,1,1,20.0,4.0,492.8571428571428,3221.6768640690057,1206349.8971159505,4233.124804225138,0,0,1,0,0.0
(주)에스앤에스텍,101490,2022,52,184,8,15,309,247,19,16,5,28,153,42,84,9.57,9.51,14.14,8.0,7.55,12.97,-0.73,2.9800000000000004,14.84588682158515,14.85,-5.07,34.94,24.95,32.3,39518,17,45,32,44,65,0.5446815160938092,5.11,2,1,1,1,1,1,23.0,15.0,31.33174791914388,2968.86006194952,22680.14720241581,4576.639577716819,0,0,1,0,0.0
(주)덴티스,261200,2022,2,4,2,3,94,67,306,259,42,-4,9,60,25,4.03,0.26,0.35,4.57,4.52,6.41,3.02,1.95,13.058835501048971,13.06,11.98,14.7,32.47,7.78,33947,26,85,39,1,24,0.6644317759897862,2.76,2,2,1,1,2,1,8.0,7.0,43.475935828877006,3720.3331900579215,23203.77631541541,1377.719502682922,0,0,1,0,0.0
(주)인터로조,119610,2022,18,29,5,10,215,166,39,37,17,30,3,57,72,13.2,10.57,19.04,12.65,12.56,24.53,0.81,1.0099999999999998,13.717855205092894,13.72,16.84,9.86,8.65,9.45,71746,27,80,57,34,54,0.4812123259433294,1.67,1,1,1,1,1,1,24.0,14.0,16.48158971361777,1970.394939797498,30936.893812167684,2936.355568703204,0,0,1,0,0.0
헝셩그룹유한회사,900270,2022,36,48,6,16,554,547,18,18,12,68,440,83,84,-0.63,-0.54,-1.49,1.38,1.17,3.29,1.33,-0.8300000000000001,-2.64321380818256,-2.64,-1.63,-7.43,8.01,-1.08,27983,8,66,21,-7,28,0.359323232737367,2.14,0,3,0,0,2,0,29.0,8.0,-18475.905712177788,116.72088372868004,2238.7733546599216,274.40023899321034,0,0,1,0,0.0
(주)푸드웰,5670,2022,6,9,3,3,101,53,100,72,33,0,12,36,50,4.9,2.83,2.68,3.42,3.34,3.3,0.39,-2.16,36.98662322502575,36.99,3.82,67.56,24.03,42.39,50710,24,51,28,10,31,0.876705495756213,7.0,4,2,1,1,2,2,56.0,31.0,18.493150684931507,514.6982326644751,7945.380511629536,293.58629105120605,0,0,1,0,0.0
(주)한국미라클피플사,331660,2022,4,6,4,3,55,33,0,0,63,-39,8,48,0,0.0,-3.09,-2.19,1.99,1.79,1.3,2.9,174.05,24.89407821977393,24.89,85.61,-3.66,33.3,-3.72,4577,19,40,15,-14,41,1.2410152423191527,9.85,6,3,1,1,2,3,10.0,5.0,-25.45155993431856,-41590963.71882086,9725140.509013783,612510.1018533979,0,0,1,0,0.0
(주)케이피티유,54410,2022,1,2,1,2,61,56,106,89,39,-17,8,27,49,5.19,6.78,5.48,2.24,1.78,3.76,4.21,-12.959999999999996,11.899332949858527,11.9,39.48,4.45,17.1,8.07,7370,9,64,20,27,62,0.447275352007383,4.96,2,3,1,0,1,2,29.0,22.0,12.68170426065163,640.0423008475293,1021365.884793362,694.4279638934128,0,0,1,0,0.0
패션플랫폼(주),225590,2022,25,49,8,7,375,175,45,24,16,46,5,63,69,15.58,13.43,8.84,14.2,13.89,10.89,0.24,-11.31,30.787789539023247,30.79,12.03,82.63,27.28,5.27,25877,26,283,24,38,72,1.1249357186807276,10.59,4,12,2,1,4,2,9.0,9.0,5.030395136778116,651.7953591988758,6272.738696978144,400.9699700017637,0,0,1,0,0.0
(주)휴비츠,65510,2022,23,36,9,14,127,62,62,51,25,9,15,40,62,17.88,11.42,15.2,11.53,11.49,17.35,0.83,7.079999999999998,15.525447981465597,15.53,31.13,7.12,15.16,8.99,46144,26,60,42,36,51,0.6174663450194484,6.56,4,1,1,1,1,2,25.0,21.0,6.061502069781195,1113.5952685165407,13799.50021716643,1113.8147259949103,0,0,1,0,0.0
(주)유니켐,11330,2022,8,11,6,20,31,15,212,196,51,-44,0,19,32,2.04,0.49,1.08,0.92,0.85,2.71,5.01,-1.4500000000000002,29.482928360637484,29.48,-16.61,48.97,-2.35,53.94,27214,6,16,23,5,44,0.2769617732371616,4.74,2,0,0,0,0,1,45.0,35.0,25.3125,636.636265441206,3781.243365287162,735.6032904526118,0,0,1,0,0.0
(주)월덱스,101160,2022,32,48,9,9,336,169,41,26,19,44,88,62,71,25.17,18.38,16.21,21.62,21.41,19.81,0.37,-1.3099999999999987,23.558504429811087,23.56,20.67,28.58,34.66,28.95,106244,41,120,42,39,64,0.9775869031705072,7.94,3,3,1,1,3,2,24.0,16.0,7.395626242544732,1652.058337629062,13770.987717901631,1199.955998085975,0,0,1,0,0.0
에이펙스인텍(주),207490,2022,3,4,2,2,123,89,219,152,50,11,43,59,31,1.14,0.39,0.37,0.82,0.29,0.29,0.69,-0.52,3.9790894811552375,3.98,41.98,-24.64,0.35,11.75,-129,-1,-2,-1,0,0,0.9626417792535092,7.44,3,3,1,1,2,2,27.0,6.0,309.09090909090907,3549369.290996085,5973645.680819912,1154390.2669055928,0,0,1,0,0.0
(주)케이엑스하이텍,52900,2022,17,31,7,8,123,74,64,51,21,7,19,38,61,13.59,11.42,9.26,6.8,6.67,7.84,1.81,8.23,3.785750387378075,3.79,9.67,0.48,49.11,13.67,45773,24,106,29,32,58,0.8349675496516855,10.27,4,4,1,1,1,2,27.0,19.0,6.448087431693989,570.9930278509701,4697.6627197561575,415.7448753365463,0,0,1,0,0.0
(주)랩지노믹스,84650,2022,167,316,27,46,877,868,19,9,8,62,495,70,84,26.37,22.87,33.1,29.59,29.11,45.73,-0.37,-43.72999999999999,22.696607029403086,22.7,2.08,128.36,-28.47,178.63,87992,35,162,61,54,76,0.5775829910513198,2.79,1,4,1,1,3,1,22.0,10.0,4.225352112676056,1017.276519135718,3105.6293092252745,1479.1957106346522,0,0,1,0,0.0
(주)아톤,158430,2022,19,29,8,20,148,148,68,52,26,15,37,46,59,28.32,26.61,38.53,8.08,7.42,17.98,2.02,25.82,21.641823402498016,21.64,-12.37,80.58,3.38,335.73,30448,26,574,68,57,65,0.3758863137272692,8.15,1,13,1,0,1,1,25.0,5.0,5.56701030927835,1331.8040353183617,8569.613556995686,2106.5252304822,0,0,1,0,0.0
